content,url,coordinates,problem_type,category_type,tone,emotionality,probability
"Был звонок примерно в 12 час. Мужской голос представился сотрудником Сбера и заявил, что от моего имени поступила заявка на банковский кредит онлайн. Для проведения транзакции нужно уточнить данные банковской карты и просит назвать её полный номер. Я попросил его, как сотрудника Сбера располагающего базой данных клиентов банка, назвать мои установочные данные. Он всячески уклонялся это сделать и продолжал спрашивать данные моей карты. Я прекратил дальнейшее общение и отключился, так он через минуту опять перезвонил с извинениями за обрыв связи и вновь начал свою волынку. ",793,Неизвестно,1,4,2,0,1
почему сбербанк ворует деньги? почему долг стал больше? почему почему ваши операторы ВРУТ?,202,Неизвестно,2,1,2,1,1
"Мало того, что отделений банка и банкоматов почти не найти в Костроме, за использование других банков берут комиссию, за всё берут комиссию, сайт дурацкий, где полезной информации НОЛЬ",1039,Кострома,1,4,0,0,0
"Робот, назвал мое фио и сказал что на несуществующей у меня сберкарты подозрительная активность. Мошенники ",786,Неизвестно,2,2,2,0,0
"Махачкала, у всех сбербанк онлайн не пашет?",205,Махачкала,2,1,0,1,1
"мошенники звонят как будто от имени Службы безопасности Сбербанка. Попросил перезвонить, через минуту , следующий звонок поступил уже с другого номера. Однако оператор на мой вопрос говорит, что звонит с того же телефона. Когда я ему сказал, что звонит он с разных телефонов, сразу бросил трубку. ОДНОЗНАЧНО МОШЕННИКИ.",812,Неизвестно,1,3,2,1,1
"Столько банкоматов на Ладожской у вокзала, но там какие то сбои и не могу снять деньги на сувениры родственникам.",903,Неизвестно,2,1,0,0,1
"Мошенники, представляются Сбербанком службой безопасности, а дальше все как обычно: замена номера, перевод и т.д.",787,Перевоз,2,2,0,0,1
"Звонили от имени службы безопасности сбербанка, якобы подтверждение операции по замене номера и перевод. Осторожно, мошенники!!!",725,Перевоз,1,3,2,1,1
"Представился младшим сотрудником Сбербанка. Пытался убедить, что на мое имя оформлена кредитная карта и я должен погасить кредит.",805,Неизвестно,1,4,0,0,1
"Здравствуйте! Где-то в середине июля написала в поддержку zabota@sberbank.ru с вопросом, и после этого перестали грузиться диалоги. То есть не могу посмотреть ни ответ поддержки, ни прочитать сообщения о переводах. Просто висит цифра (кол-во новых сообщений), но если захожу в диалоги–белый экран. Очень неудобно, так как снова появился вопрос, и теперь придется идти в отделение. Сделала все, как в ответе от разработчиков. Все то же самое, только лишний геморрой с перезагрузками, входом в приложение и прочим:)",353,Перевоз,2,2,0,0,0
"После обновления зайти в приложение сбербанка просто невозможно, программа выдаёт отсутствие подключения к интернету, но оно есть. Пробовала все: переустановка до 10 раз, жёсткая перезагрузка, пытаюсь зайти с мобильного интернета и при помощи wi fi. Ничего не помогает. Косяк однозначно есть, судя по отзывам, это у многих. Интернет в порядке, причина не в нем.",244,Инта,2,2,2,0,0
"Конструктор из единорогов, хокку это все так здорово, но вот такая приземлённая вещь- как возможность переводов исчезла. Если вы не просто так убрали название банк оставив слово сбер в логотипе, то конечно можно и так. Но люди к вам заходят не за единорогами, а за банковскими услугами!",211,Перевоз,1,4,2,0,0
"по номеру карты на дебетовую. Раньше деньги приходили моментально, сегодня задерживаются. Момент еще был с сбербанк.онлайн сайтом, он был недоступен пару минут, вот и беспокоюсь, может затерялся перевод?",85,Перевоз,2,2,0,0,1
"Звонили жулики. Представились работниками Сбербанка, пытались убедить что кто-то меняет мой телефонный номер.",703,Неизвестно,2,2,2,0,1
"Если в процессе оплаты не хватает денег, и пополнить счет, все равно не получится оплатить до тех пор, пока не выгрузишь из памяти приложение сбера. Будто перед оплатой проверяется счет на момент входа в приложение, а не фактический. Также при вводе суммы в некоторых местах открывается буквенная клавиатура, а не цифровая. В чем смысл? Например, при пополнении кошелька telcell (Арменния) по номеру телефона.",276,Неизвестно,2,2,0,0,1
"Все очень очень-долго, не связывалась с сбербанком, если бы не зарплатная карточка карточка… вывести бывает нормально не могу из мобильного приложения. СБП сразу не установлен, на всем пытаются с нас простых людей заработать…",976,Неизвестно,1,4,2,0,1
Мне сейчас пришло оповещение что 30 сентября закончится пробный период сбер карты. Это как понимать?,141,Неизвестно,1,4,0,0,0
В течение дня не удалось связаться с оператором и решить вопрос.тупой робот даёт идиотские советы,878,Неизвестно,1,4,2,0,1
"Хорошо, что у меня есть вторая карта ВТБ, т.к. в сбербанк онлайн не могу оплатить комуналку, выходит ошибка.",1026,Неизвестно,1,3,0,0,1
"Сбербанк есть Сбербанк, он и в Африке Сбербанк со своими проблемам, не работают банкоматы в отделении",875,Неизвестно,1,4,0,0,1
"отвратительный банк и бездарные сотрудники! Приехав в отделение банка на Профсоюзной 15, ждала 20 мин в очереди к банкомату.",1049,Неизвестно,2,1,2,0,0
"Звонят якобы от сбербанка. Голос как у гуглпереводчтка, говорит что на мою карту взят кредит.",754,Неизвестно,2,1,2,0,1
"Зашёл через несколько попыток в мобильное приложение, все счета отображаются, но перевод денег с одного счёта на другой не производится, хотя мне это сейчас очень нужно(",529,Перевоз,1,3,0,0,1
"Контракты размещенные Заказчиками не отображаются в личном кабинете. Видно только указано галочка проект контракта и дата размещения его по регламенту 25.12.19, А сегодня уже 27.10.19. И протоколы разногласия отправленные Заказчику уже Обработаны этим Заказчиком и исправленный контракт отправили на подпись, а в личном кабинете исправленного контракта нет уже 2 дня и написано, что протокол разногласия обрабатывается заказчиком. А Сроки идут",425,Видное,2,2,0,0,1
"Звонивший представился сотрудником Следственного комитета, сказал, что к нему поступили материалы на открытие уголовного дела на меня, по щаявлению Сбербанка. Далее начал выяснять знаком ли мне некий человек (названные ФИО я не запомнила). Дальше слушать не стала. Но явно, звонивший пытался меня запугать и в дальнейшем, видимо, предполагался развод на деньги.",838,Неизвестно,0,0,2,0,1
"11 августа с помощью вашего оператора и автоплатежа сделала платёж по ипотечному страхованию жизни. В домклик автоплатеж не увидели, нужно отправлять чек и снова полис страхования, хотя он оформлен в 2019 году.  Бумажный полис мне не присылали. А электронный пропал.  1 сентября запросила в отделении банка дубликат полиса. Уже три раза ходила писать разные заявления.  Сегодня оказалось, что сумма в полисе неверная и снова нужно идти в банк писать заявление.  Я в банк уже хожу как на работу. Позвонить в банк невозможно-одни боты. Ни одного реального человека.  Срок страхования 6 сентября,  а я до сих пор не могу получить дубликат полиса от сбера, чтобы в сбер снова отправить. Маразм.",118,Неизвестно,2,2,2,0,0
Москва Сбербанк онлайн не работает,530,Москва,2,2,0,0,1
До сих пор не работает онлайн. Тамбов.,492,Тамбов,1,3,2,0,1
"Добрый день! После совершения 4 очередных последовательных платежей через приложение Сбербанк Онлайн из вкладки История пропала вся история предыдущих операций за все время использования приложения, а это годы пользования и сотни операций! Теперь во вкладке История отображаются только эти платежи, причем только 3 из 4-х. Информация эта (История) очень важна, т.к. содержит все необходимые данные и чеки по совершенным операциям. Очень нужно чтобы исправили. Как это сделать?",398,Неизвестно,2,2,0,0,1
Представляются от Сбербанка. Угрожают физической расправой.,839,Неизвестно,1,3,2,0,1
"Постоянно проблемы с работой приложения. Техподдержка и операторы всегда ничего не знают и не могут ответить ничего внятного, сбербанк, чините.",1022,Неизвестно,2,2,2,0,1
"Представился сотрудником СБ Сбербанка, дальше все как у всех. Только вот у меня даже Карты у них нет",674,Неизвестно,1,4,0,0,1
"с утра висит сбербанк онлайн,пишет недостаточная скорость",412,Неизвестно,2,2,0,0,1
"Куда обратиться, если посылка по Сберлогистике не двигается?",153,Неизвестно,1,1,2,0,0
"Очень мудрое решение обновить версию, чтобы пользователи с iOS ниже 13 не могли пользоваться приложение. Спасибо огромное Сбер, вы всегда думаете о своих клиентах.",220,Неизвестно,1,3,1,0,1
"Не работает Сберпэй. Последние обновления установлены. Перезагрузка смартфона не помогает. На вопросы в Сбер онлайн отвечает бот. Если завтра никто не ответит или не исправят, то буду менять банк. Такое игнорирование категорически не устраивает! Особенно когда сегодня практически остался без возможности платежей!",288,Неизвестно,2,2,2,0,1
"Кошмарное обслуживание, толпы народа, в основном среднеазиатов к банкоматам сбера. Вечно что то не работает.",990,Неизвестно,2,1,0,0,0
"Худший банк с которым только сталкивалась . Бесконечные очереди и сотрудники которые сами ничего не понимают. Оплатить по квитанции в кассе невозможно .пришла с квитанцией в сбербанк...а мне говорят ,только через приложение … а приложение не получается оплатить, какая-то ошибка",1012,Неизвестно,1,3,2,0,0
"Весь день не открывается страница Веб версии сбербанка онлайн, долго еще это будет?",86,Неизвестно,2,2,0,0,1
"Приложение сбера долго грузится! В нужный момент подвисает... Если переустановить, то работает хорошо, первое время. Решите проблему, уберите всё лишнее. P.s. очистка кэша не помогает решить проблему, только переустановка и это происходит абсолютно на всех андроид",282,Неизвестно,1,3,0,0,0
"Единственный офис Сбербанка в Рыбацком. В холле мало платежных терминалов и банкоматов, очень не удобно и плохо все оганизовано.",942,Неизвестно,2,1,0,0,1
"екатеринбург не работает оплата визой и картой мир, в сберонлай не пускает",584,Екатеринбург,2,1,2,0,1
"говорят, что звонит сбербанк, якобы были мошеннические действия",728,Неизвестно,2,1,2,0,1
"Звонили с 900, робот Акакий или Макар, не разобрал. Предлагал по 25% годовых кредит. Я сразу понял, что мошенники, так как в Чехии сбер даёт кредит по 3,99% годовых.",176,Неизвестно,1,3,0,0,0
"Сбербанк онлайн. Позвонил человек хотел купить через интернет вещь. Сказали ему номер карты 16 чисел для перевода. Этот человек попытался войти через номер карты, смс с уведомлением приходило код подтверждения для входа. Его мы не сказали человеку. Мошенники не дремлют, будте аккуратны.",1017,Инта,2,2,2,0,1
Грязь банкоматов мало очередь и хватить курить и бросать окурки на газон и старшая по офису это не руководитель,896,Неизвестно,1,4,0,0,0
"подскажите, пожалуйста, как можно связаться с тех. поддержкой приложения сбербанк?",70,Неизвестно,1,3,0,0,1
"Мошенники активизировались. Звонок из ""Сбербанка"". Снимаю трубку и молчу, после затянувшейся паузы спрашивают, одобряю ли я перевод с моей карты 2800 рублей? Молча отключаю телефон. Лучше не отвечать на неизвестные номера и не вступать с ними в диалог.",699,Неизвестно,2,2,2,0,1
"979110918. А что толку? Я итак догадываюсь, что через пару дней придет. Написали обращение, пришел ответ, что товар доставят до 29.09. На горячей линии сказали, что до 30.09. Врут везде. И эти извинения уже достали. В какое бы направление Сбера не обратились - везде бардак, ожидание на горячей линии по 15 минут.",45,Неизвестно,2,1,0,0,0
"Пенза, сбер умер полностью",612,Пенза,1,3,0,0,0
"Перьм. сейчас хотела снять деньги в банкомата,а мне сказали что связи нет по всему пермскому краю,что за х....?",658,Пермь,2,1,0,0,1
"Пришло смс с номера, который опрелелился как 900 о якобы неоплате по кредитной карте. ""Если не хотите, чтобы выездная группа объехала все указанные в кредитном договоре адреса, перезвоните на номер 88003023138."" Думаю, это не утечка информации по кредитным историям, это обычная мошенническая рассылка на любой номер. Так как мне смс пришло на номер телефона, который нигде, никогда не использовался много лет.",856,Неизвестно,2,2,0,0,1
"Здравствуйте, в приложении сбера всегда оплачивал коммунальные услуги по по поиску адреса, а сейчас, на днях зашёл и невозможно это сделать. Начинаю вводить город, потом улицу и на это все, начинает приложение писать что такой улицы нет, выбирите из предлоденного, которого вообще нет. Исправте пожалуйста, очень удобно было через поиск адреса оплачивать коммуналку.",343,Коммунар,1,3,0,0,0
"Архангельск, при запуске висит, выдает ошибку на сервере",534,Архангельск,1,3,0,0,0
"Звонят мошенники, якобы из Сбербанка, разводят по стандартной схеме.",784,Неизвестно,1,3,0,0,0
"Пару дней терминалы пишут отказы в платежах, сегодня не могу зайти в сбербанк онлайн, почему нельзя уведомить заранее, по-людски? что за скотство творится с клиентским сервисом?",476,Неизвестно,1,3,0,0,1
"Я или дурак или лыжи не едут. Но Face ID при входе в сбербанк онлайн в iPhone 12 pro max не работает. В настройках сброс не помогает, увы. Приложение переустонавливал",242,Неизвестно,1,3,0,0,1
"Типа из службы безопасности Сбербанка, просили подтвердить банковский номер телефона, что бы это ни значило. Бросают трубку, когда понимают, что собеседник не скажет заветное ДА. ",688,Неизвестно,1,3,0,0,1
Тут не рбоатет банкомат.,1025,Неизвестно,2,1,0,0,0
Второй день не удается пополнить кошелек Юмани с карты сбер через личный кабинет Онлайн. Когда почините?,50,Неизвестно,2,2,0,0,0
Сбербанк ответ в лс жду,2,Неизвестно,2,4,2,0,1
"Мошенники, представляются СБ от Сбера, говорят что вашей картой хотят что оплатить и просят данные карты ""для проверки"".",824,Неизвестно,2,2,2,0,0
"Звонят, якобы, из Сбербанка, говорят ""ваша заявка на кредит одобрена, но, скажите, почему вы указали номер не своей, а старой/другой карты?"" Если ответить им, что ты заявок не делал, спрашивают: ""Совершали ли вы покупки на Али, Вайлде и т.п. за последние полгода? Совершали? Так вот, там произошла крупная утечка данных, сейчас вам нужно будет пройти процедуру верификации, после чего я переключу вас на старшего сотрудника для отмены заявки на кредит. Это нужно сделать прямо сейчас, иначе деньги переведут от вашего лица на другую карту, а вы станете должником.""",842,Неизвестно,2,2,2,0,0
а карта так и будет на мне числится? я когда в сбер ходила мне сказали что у меня есть карта которой уже давно нет...,158,Неизвестно,1,4,0,0,0
"‼️ВНИМАНИЕ ‼️ С короткого номера 900 клиентам СБЕРБАНКА регулярно присылают угрожающе СМС-оповещения о выезде ТЕРРОРИСТИЧЕСКОЙ ГРУППИРОВКИ‼️по адресам, указанным в Договоре с целью взыскания. Это мошенническая схема краж, грабежа и бандитизма путём насилия, преследования и доведения до смертельного исхода не только самих клиентов СБЕРБАНКА, но и членов их семей, особенно с хорошо продуманным умыслом травмируется психика несовершеннолетних детей, так как они не могут порой защитить самих себя от физически сильных людей, которые представляются службой безопасности СБЕРБАНКА РОССИИ.         ‼️SOS‼️SOS ‼️SOS‼️ SOS‼️",174,Неизвестно,2,2,2,1,1
"Звонят от имени сбербанка, присылают код в приложение банка и потом просят его назвать! Мошенники!",743,Неизвестно,2,2,2,0,0
Воронеж. Сбербанк онлайн.Во входе отказано.,540,Воронеж,2,2,0,0,1
Не работает сбербанк онлайн.В демо версии данные совершенно незнакомого человека.Чувствую денег на моей карте уже нет(,553,Неизвестно,2,1,2,0,1
"Что хорошего можно сказать о Сбербанке, ничего... Одни проблемы… Проблема снять наличные в банкомате. Банкомат не примает вирутальную карту, пишет какую то ошибку, не рекомендую.",1029,Неизвестно,2,1,0,0,1
"Ужасное обновление. Интерфейс истории - тихий ужас: расходы не показывает, пополнения не показывает, переводы не показывает, бонусы спасибо не приходят. Извините, а в чем суть приложения тогда?",215,Инта,1,4,2,0,1
"Жулье, берут незаконную комиссию при оплате через банкомат .",870,Неизвестно,2,2,0,0,0
Приложение сбербанка очень много памяти занимает и сбрасывает вечно,209,Неизвестно,2,1,0,1,1
И мне никаких смс не приходит. Пошла вторая неделя ожидания карты мир 3685. Сколько можно? Мне до пятницы её реквизиты нужны отнести. А относить нечего и карты так и нет. И срок изготовления и доставки вышел. Мда Сбер....,64,Неизвестно,2,2,2,0,1
"сделала заказ в сбермегамаркете 9 сентября, обещали доставку 16го. по треку ржака и мрак - заказ измеряли и взвешивали не менее пяти раз, в итоге 18-го ""заказ готов к доставке"", 22-го только вылетел! Самолеты отменяли четыре дня что ли?? И вишенкой на торте - тех.отмена сегодня!",137,Неизвестно,2,2,2,1,0
"Сбой при переводе на карту другому клиенту Сбербанка и на оплату сотового оператора через Сбербанк Онлайн. Баланс списан, деньги не поступили в оба места. Локация -Сочи",411,Перевоз,2,2,2,0,1
"Сбербанк замените свои банкоматы! Постоянно зависают. Да и в моем городе убрали все банкоматы. Осталось 2 штуки,и то на разных концах города!",278,Неизвестно,1,4,0,0,1
"Никогда, слышите никогда не пользуетесь этой экосистемой уровня дна. 15.09. Была отправлена посылка сберлогистикой, ее номер RP188843869. Обычно посылки доставлялись за 1-2 дня, когда 18ого числа я поняла, что трек завис и не двигается начала писать в чат, но увы все операторы были заняты на постоянной основе. Я попробовала позвонить, прождав 20 минут, терпение лопнуло. Вишенка была когда робот на горячей линии сказал, что я 210 в очереди к специалисту 😁 видать проблемы серьезные у компании 😾 Спустя миллион попыток на протяжении 5 дней связаться и в чате и на горячей линии с недосервисом, мне ответил чудо-оператор Алексей ( напомню на 5 день), который отказался даже зафиксировать жалобу. Сказал передал информацию и покинул чат 😺 Выводы: компании глубоко наплевать на своих клиентов, посылка стоимостью 25 000 судя по всему утеряна, а компания даже не чешется попробовать ее найти.  СБЕР, вы позиционируете себя такими крутыми, а по факту сервис ваш ниже уровня хлебушка. Это просто отвратительно!!!",131,Неизвестно,2,1,2,1,1
"Сбербанк, почему виртуальную кредитную карту можно свободно открыть онлайн, а закрыть её только в офисе можно?",120,Неизвестно,2,1,0,0,0
Представилась тех поддержкой сбербанка. Говорит 7 минут назад на ваше имя была оформлена кредитная карта. Спрашивала почему я отказываюсь сотрудничать,693,Неизвестно,2,1,2,0,1
"Перестали поступать пуш уведомления, после оплаты сбер онлайном я их и включал, и выключал, и кэш чистил, и телефон перезагружал, только в вену не колол. Все равно не работает. В истории все показывает. Что за ерунда?",363,Неизвестно,2,2,2,0,0
"Сделала карту Visa, в приложении сбера не отображается. Раза 4 ходила в банк, говорят с данными у них все нормально, один раз карта появилась, и через пару часов снова исчезла. Не понимают в чем дело, так и я не знаю к кому в таком случае обращаться.",313,Неизвестно,2,2,2,0,0
"олько что у меня украли просто без моего ведома, путем блокировки смс с номера 900. Никаких данных я никому не передавала.",403,Неизвестно,1,3,2,0,1
"После обновления невозможно пользоваться - погружается только общий интерфейс, а при попытке взаимодействия повисает и вылетает. Вам писали об этом ни раз - либо облегчите приложение, либо выпустите лайт-версию (телефон Motorola E4 plus) upd.:и переустановить пробовал, и кеш чистил - бесполезно, виснет намертво",381,Инта,2,2,0,0,1
"Вчера вечером такими мошенниками оказался сам Сбербанк и с моего счета списали 10 тыс. Баланс в минусах - - 3200 руб🤔 пытаюсь добиться, когда же вернут - ноль.",172,Неизвестно,2,1,2,0,1
"Звонят от имени сбербанка, присылают код в приложение банка и потом просят его назвать! Мошенники!",730,Неизвестно,1,3,2,0,0
"Ужаснейшее из ужаснейших отделений сбербанка рядом с метро купчино, банкоматы выдают только крупными, это те которые работают, остальные вообще не реагируют, не рекомендую.",1016,Неизвестно,2,1,2,0,1
"Сбербанк, как банк - шляпа, мошенники постоянно предствляются вами, продаете наши данные куда-попало.",998,Неизвестно,1,3,2,0,0
Наблюдаются проблемы с прохождением платежей через сервис Сбербанк Онлайн (проблема Сбербанка) при оплате картами Сбербанка через сайт.,521,Неизвестно,2,2,0,0,1
вы в курсе что пожаловаться на мошенников от Сбермегамаркет в ВК у вас не получится? ЖУЛИКИ. Вы сними в доле?,109,Курск,2,1,2,0,0
"Войти в приложение можно, но переводы не работают",416,Перевоз,2,2,2,0,1
Мошенники представляющиеся службой безопасности Сбербанка ,831,Неизвестно,2,2,2,0,1
"Ничего хорошего не могу скзаать про сбербанковские банкоматы, их хоть много по Москве, но работают они не важно.",925,Москва,2,1,0,0,0
"Не приходят СМСки на телефон. У кого такая же проблема, Барнаул?",481,Барнаул,2,2,0,0,1
"Звонили с этого номера, служба безопасности Сбербанка, спросили оформлял ли я кредит. Когда все понял и бросил трубку, девушка еще раз позвонила и возмутилась, почему я бросаю трубку. Я попросил представиться ФИО и должность- на что она сказала, что Оксана и представлялась уже ранее. Я сказал что не услышал фамилию и отчество. Она грубо повторила, что Оксана. Начала на повышенных тонах говорить, что то про лицевой счет, звонила еще два раза с новых номеров на 7495",698,Неизвестно,2,2,2,0,1
Звонили с сбербанка представились сотрудниками сказали то что только что я взял кредит на 300.000 И после этого спросили когда последний раз я пользовался картой и сколько у меня сейчас на счету после того как услышали что меня 200руб бросили трубку,819,Неизвестно,1,3,2,0,1
"Ставлю три так как сбер жадная помойка, + банкомат 2 из четырёх банкоматов тупят",972,Неизвестно,2,1,0,0,0
"Один платёж не отправился, второй завис на стадии выполняется уже как 30мин, а третий сразу прошёл, что со Сбером творится?",651,Неизвестно,2,2,0,0,0
"Снова без моего ведома включились PUSH-уведомления, от сбера хотя я их уже однажды отключил. Именно за это такая оценка. Либо убирайте функцию их отключения из приложения совсем, если уж так хотите, чтобы все ими пользовались, либо прекращайте их принудительно включать, если пользователь сделал свой быбор в пользу информирования по СМС.",299,Неизвестно,1,3,0,0,0
"Хабаровск, также ничего не работает! Уже третий день одно и то же(((",571,Хабаровск,1,3,2,0,1
"В сбербанке работают сотрудники-мошенники, а службе безопасности и дела нет до этого. Хотя, если дела в банке идут настолько плохо, что начали в открытую выводить средства, то все встает на свои места. Клиентам банка сотрудника данного банка оформляют кредиты и выводят их на подставные счета. Обращение в службу поддержки клиентов игнорируются ",1037,Неизвестно,2,2,2,0,0
"Мошенники, предлагали забрать карту в отделении сбербанка и выслали код на потверждения телефона.",775,Неизвестно,2,2,0,0,1
"я озвучиваю проверить счёт в сьеркнижке ... И что это сука мне отвечает ? Сбербанк онлайн и отключается ? Это ответ ?  Где в сбербанк онлайн лицевой счёт проверить на сберкнижке , у меня нет карты. Ваши банкоматы с голосовыми функциями в Краснодаре не работают ... Программа джавс  не поддерживает ваше мобильное приложение ... Без мобильного приложения личного кабинета через браузер не откроешь ... Одно вранье у вас ...",170,Краснодар,1,3,2,0,0
"Представился паренёк Валентином из Сбербанк из отдела кредитования 😄🤦‍♀️🤣🤣якобы кто то оформил кредит с моей карты нужно подтвердить 🤷‍♀️😄🤣я попросила назвать его табельный номер на что названы были какие то цифры от балды, дальше я спросила из какого он отдела и города , человек сказал из 3 города Москва🤣🤣дальше когда его спросили где находится главный офис Центробанка в Москве😄🤣хотя бы улицу, то человек сразу повесил трубку🤣",845,Неизвестно,2,2,0,0,1
"Подключила сберпрайм в сбербанк он лайн и тут же пошли звонки мошенников, типа вы подал заявку на смену финансового номера. Друзья, сберпрайм не защищён, будьте бдительны",859,Неизвестно,1,3,2,0,1
"Ижевск. Не работает Сбербанк-Онлайн, как через приложение, так и через комп. Заколебали уже",604,Ижевск,1,3,0,0,1
Сочи - Не работает сайт!!!!!!!!!!!!!!!! 15 мин пишет ждите.......,581,Сочи,1,3,2,2,1
Терминалы ужэ в трех Московских магазинах отвалились - установка связи и все... очередь в телефоне техсаппорта более 40 минут,504,Неизвестно,2,1,0,0,0
В наших сберах говорят что сотрудники не звонят с 900 только присылают смс-похуду тут жулики😹😹😹😹😹😀,169,Неизвестно,2,1,2,0,0
"Позвонили, представились службой Сбербанка, спросили я ли меняла номер телефона, привязанный к личному кабинету. Раз не я, то дескать заблокируют все мои лицевые счета на 30 дней. Но у меня пропала связь. В Сбере говорят, что это мошенники.",789,Неизвестно,2,2,2,0,1
"Жена не смогла перевести деньги через мобильное приложение, постоянно ошибки, разрабочики вы вообще работаете? 1 балл",954,Неизвестно,2,2,0,0,1
Типа сбербанк. Просят номер карты для подтверждения личности.,744,Неизвестно,1,3,0,0,1
Не приходят смс на перевод с карты на карту Московская область,470,Перевоз,2,2,0,0,1
"Москва! C 9 утра и до сих пор (14:35) ничего не работает : ""Во входе отказано Система временно недоступна, повторите вход через 15 минут.""",597,Москва,1,3,2,0,0
"Сбербанк, хватит постоянных обновлений приложений, для кого они? Место телефоне уже не хватает.",906,Неизвестно,2,2,0,0,1
Не редки очереди минут на 45. В банкомат тоже не всегда попадешь,898,Неизвестно,2,1,0,0,0
"Хамоватый персонал. Давно в Сбербанке с таким не сталкивался. Сказали бользоваться онлайн банкингом, но ничего что он у меня на телефоне не работает?? ",1000,Неизвестно,1,4,0,1,1
"Обычный сбербанк. Всегда очень много народу, бывает не работают банкоматы на Гостинном дворе, проблема снять деньги.",1009,Неизвестно,1,4,0,0,1
"Сбер онлайн не грузится. Интернет работает, все другие приложения функционируют. Удалила и загрузила снова -эффекта ноль ,не прогружается ничего после приветствия.",265,Инта,2,2,2,0,0
"Мошенники а-ля из Сбербанк с одобренным через онлайн банк кредитом 74959764086, если соглашаешься подъехать и подписать договор, бросают трубку((",664,Неизвестно,1,3,0,0,1
"Во входе в сбербанк онлайн отказано. Пишет: Уважаемый клиент, в настоящее время мы проводим технологические работы в Сбербанк Онлайн. Предоставление услуги будет возобновлено ориентировочно 16:00 (время московское). Приносим извинения за предоставленные неудобства.",548,Неизвестно,2,2,0,0,1
